Timestamp,YYYYMMDD,HHMMSS,PREC,AIRT,SST,RH,Q
2992,20060121,184000,0.78,26.7,29.034,88.2,HighQ
2993,20060121,185000,0,26.56,29.035,89.3,HighQ
2994,20060121,190000,0.11,27.03,29.034,87.7,HighQ
2995,20060121,191000,0.11,27.24,29.033,87.7,HighQ
2996,20060121,192000,0.09,27.33,29.029,87.6,HighQ
2997,20060121,193000,0.05,27.47,29.029,87.5,HighQ
2998,20060121,194000,0.62,27.63,29.021,87.1,HighQ
2999,20060121,195000,0.69,26.85,29.03,85.8,HighQ
3000,20060121,200000,0.09,26.98,29.029,84.6,HighQ
3001,20060121,201000,0.1,27.13,29.035,86.8,HighQ
3002,20060121,202000,0.01,27.22,29.039,86.8,HighQ
3003,20060121,203000,-0.01,27.68,29.032,85.8,HighQ
3004,20060121,204000,-0.02,27.95,29.034,84.7,HighQ
3005,20060121,205000,-0.01,28.5,29.039,82.5,HighQ
3006,20060121,210000,-0.08,28.87,29.039,80.7,HighQ
3007,20060121,211000,-0.07,29.17,29.044,79.6,HighQ
3008,20060121,212000,-0.08,29.12,29.046,80,HighQ
3009,20060121,213000,0.01,29.18,29.049,80.2,HighQ
3010,20060121,214000,-0.04,29.24,29.051,80,HighQ
3011,20060121,215000,-0.11,29.23,29.052,80.2,HighQ
3012,20060121,220000,-0.01,29.25,29.057,80.2,HighQ
3013,20060121,221000,-0.07,29.05,29.049,81,HighQ
3014,20060121,222000,0.09,28.41,29.057,79.5,HighQ
3015,20060121,223000,-0.07,28.47,29.054,81.6,HighQ
3016,20060121,224000,-0.16,28.84,29.055,80.8,HighQ
3017,20060121,225000,-0.08,28.96,29.062,80.6,HighQ
3018,20060121,230000,-0.14,28.74,29.072,78.3,HighQ
3019,20060121,231000,0.04,28.68,29.087,79.2,HighQ
3020,20060121,232000,-0.08,28.77,29.087,80.8,HighQ
3021,20060121,233000,-0.05,28.91,29.098,81.1,HighQ
3022,20060121,234000,-0.06,28.91,29.102,82.3,HighQ
3023,20060121,235000,-0.05,28.58,29.127,82.9,HighQ
3024,20060122,0,-0.12,28.47,29.102,83.5,HighQ
3025,20060122,1000,0.08,28.44,29.115,84.4,HighQ
3026,20060122,2000,0.58,28.61,29.133,84.7,HighQ
3027,20060122,3000,3.42,27.81,29.124,88.8,HighQ
3028,20060122,4000,1.96,27.01,29.102,91.1,HighQ
3029,20060122,5000,1.19,26.97,29.112,90.8,HighQ
3030,20060122,10000,-0.14,27.37,29.122,89.7,HighQ
3031,20060122,11000,-0.34,27.68,29.126,88.3,HighQ
3032,20060122,12000,1.15,27.69,29.131,88,HighQ
3033,20060122,13000,-0.96,27.71,29.107,87.3,HighQ
3034,20060122,14000,0.53,27.24,29.107,88.1,HighQ
3035,20060122,15000,1.48,27.32,29.121,86.6,HighQ
3036,20060122,20000,-0.02,27.78,29.134,84.8,HighQ
3037,20060122,21000,1.16,27.96,29.156,84.6,HighQ
3038,20060122,22000,-1.71,28.12,29.151,84,HighQ
3039,20060122,23000,1.62,28.24,29.156,82.7,HighQ
3040,20060122,24000,0.49,28.34,29.171,81.7,HighQ
3041,20060122,25000,-0.02,28.41,29.178,81.9,HighQ
3042,20060122,30000,0.04,28.45,29.155,83.2,HighQ
3043,20060122,31000,0.07,26.74,29.153,89.1,HighQ
3044,20060122,32000,0.02,26.53,29.14,88,HighQ
3045,20060122,33000,0.02,27.22,29.143,85.9,HighQ
3046,20060122,34000,0.03,27.71,29.145,85.2,HighQ
3047,20060122,35000,0.02,28.2,29.148,84.4,HighQ
3048,20060122,40000,-0.05,28.2,29.149,85.7,HighQ
3049,20060122,41000,-0.02,27.03,29.137,88.8,HighQ
3050,20060122,42000,0.03,26.94,29.123,89.6,HighQ
3051,20060122,43000,0.05,27.2,29.118,86.9,HighQ
3052,20060122,44000,-0.2,27.42,29.123,85.9,HighQ
3053,20060122,45000,-0.1,27.47,29.116,87.2,HighQ
3054,20060122,50000,-0.05,27.43,29.116,86.3,HighQ
3055,20060122,51000,0.3,27.41,29.107,86.7,HighQ
3056,20060122,52000,0.56,27.37,29.1,86.7,HighQ
3057,20060122,53000,-0.61,27.55,29.093,85.6,HighQ
3058,20060122,54000,1,27.89,29.094,85.2,HighQ
3059,20060122,55000,-0.01,28.04,29.094,83.1,HighQ
3060,20060122,60000,-0.02,28.26,29.095,82.6,HighQ
3061,20060122,61000,-0.13,28.45,29.098,82.3,HighQ
3062,20060122,62000,-1.31,28.5,29.087,81.9,HighQ
3063,20060122,63000,0.41,28.49,29.083,82.1,HighQ
3064,20060122,64000,0.25,28.47,29.085,82.9,HighQ
3065,20060122,65000,0.32,28.28,29.082,83.6,HighQ
3066,20060122,70000,0.35,28.24,29.082,84,HighQ
3067,20060122,71000,0.01,28.33,29.076,83.8,HighQ
3068,20060122,72000,0.02,28.3,29.077,83.7,HighQ
3069,20060122,73000,0.01,28.27,29.072,84.4,HighQ
3070,20060122,74000,0.07,27.93,29.071,87.7,HighQ
3071,20060122,75000,-0.07,27.77,29.074,88.2,HighQ
3072,20060122,80000,0.01,27.8,29.066,88.5,HighQ
3073,20060122,81000,0,27.88,29.066,88.3,HighQ
3074,20060122,82000,0.01,27.97,29.054,87.3,HighQ
3075,20060122,83000,0.01,28.15,29.055,86.2,HighQ
3076,20060122,84000,0.01,28.25,29.062,85.7,HighQ
3077,20060122,85000,0.01,28.31,29.056,85.6,HighQ
3078,20060122,90000,0.01,28.32,29.058,85.9,HighQ
3079,20060122,91000,-0.18,28.35,29.049,85.7,HighQ
3080,20060122,92000,-0.01,28.41,29.05,85.3,HighQ
3081,20060122,93000,-0.02,28.75,29.05,81.2,HighQ
3082,20060122,94000,-0.03,28.9,29.05,78.4,HighQ
3083,20060122,95000,0,29.02,29.05,78.3,HighQ
3084,20060122,100000,0.01,28.97,29.046,77.2,HighQ
3085,20060122,101000,0.05,29.06,29.044,78.4,HighQ
3086,20060122,102000,0.49,29.04,29.033,78.3,HighQ
3087,20060122,103000,-0.01,28.98,29.034,77.8,HighQ
3088,20060122,104000,0.01,28.96,29.036,78.3,HighQ
3089,20060122,105000,0.01,28.97,29.033,78.7,HighQ
3090,20060122,110000,-0.01,28.93,29.025,77.8,HighQ
3091,20060122,111000,0,28.95,29.029,79.2,HighQ
3092,20060122,112000,-0.01,28.89,29.033,79.7,HighQ
3093,20060122,113000,-0.01,28.85,29.032,81.1,HighQ
3094,20060122,114000,0.01,28.82,29.03,81.6,HighQ
3095,20060122,115000,-0.31,28.83,29.023,80.6,HighQ
3096,20060122,120000,-0.24,28.86,29.021,79.8,HighQ
3097,20060122,121000,0.5,28.85,29.025,80.3,HighQ
3098,20060122,122000,-0.26,28.82,29.018,80.4,HighQ
3099,20060122,123000,0.35,28.79,29.017,80.2,HighQ
3100,20060122,124000,0.01,28.82,29.019,80.6,HighQ
3101,20060122,125000,-0.01,28.86,29.018,79.7,HighQ
3102,20060122,130000,0.03,28.86,29.019,78.2,HighQ
3103,20060122,131000,0.01,28.89,29.018,78.4,HighQ
3104,20060122,132000,0.01,28.88,29.013,76.9,HighQ
3105,20060122,133000,0.01,28.9,29.011,78.1,HighQ
3106,20060122,134000,-0.26,28.87,29.019,77.2,HighQ
3107,20060122,135000,0.19,28.85,29.011,77.3,HighQ
3108,20060122,140000,0.08,28.88,29.008,76.9,HighQ
3109,20060122,141000,-0.28,28.87,29.015,78.3,HighQ
3110,20060122,142000,-1.03,28.82,29.007,78.9,HighQ
3111,20060122,143000,0.29,28.76,29.01,78.7,HighQ
3112,20060122,144000,-0.13,28.72,29.015,78.6,HighQ
3113,20060122,145000,0.95,28.72,29.011,78.7,HighQ
3114,20060122,150000,0.09,28.67,29.004,78,HighQ
3115,20060122,151000,0,28.63,29.005,77,HighQ
3116,20060122,152000,-0.04,28.75,29.008,76.6,HighQ
3117,20060122,153000,-0.27,28.68,29.01,77.5,HighQ
3118,20060122,154000,-0.23,28.63,28.999,76.7,HighQ
3119,20060122,155000,0.65,28.64,29.002,76.1,HighQ
3120,20060122,160000,-0.03,28.71,29.004,76.2,HighQ
3121,20060122,161000,-0.13,28.66,28.997,77.6,HighQ
3122,20060122,162000,0.05,28.67,28.996,78.9,HighQ
3123,20060122,163000,0.12,28.58,28.999,77,HighQ
3124,20060122,164000,-0.01,28.62,28.987,75.4,HighQ
3125,20060122,165000,-0.03,28.64,29.006,75.6,HighQ
3126,20060122,170000,-0.02,28.69,28.993,74.9,HighQ
3127,20060122,171000,-0.01,28.75,28.985,75.4,HighQ
3128,20060122,172000,-0.77,28.72,28.987,76.4,HighQ
3129,20060122,173000,0.41,28.64,28.994,77.8,HighQ
3130,20060122,174000,0.01,28.64,28.98,76.7,HighQ
3131,20060122,175000,-0.01,28.65,28.979,76.6,HighQ
3132,20060122,180000,0.01,28.7,28.979,76.2,HighQ
3133,20060122,181000,0,28.7,28.977,76.9,HighQ
3134,20060122,182000,-0.01,28.71,28.973,76.7,HighQ
3135,20060122,183000,0.01,28.74,28.978,78.2,HighQ
3136,20060122,184000,-0.02,28.66,28.984,76.3,HighQ
3137,20060122,185000,0,28.76,28.989,75.9,HighQ
3138,20060122,190000,0.02,28.74,29,78.6,HighQ
3139,20060122,191000,0.01,28.67,28.983,77.2,HighQ
3140,20060122,192000,0.04,28.72,28.976,75.2,HighQ
3141,20060122,193000,0.35,28.83,28.979,77.1,HighQ
3142,20060122,194000,-0.01,28.74,28.984,76.3,HighQ
3143,20060122,195000,-0.01,28.8,28.977,75.7,HighQ
3144,20060122,200000,-0.07,28.81,28.979,75.4,HighQ
3145,20060122,201000,-0.5,28.83,28.985,75.2,HighQ
3146,20060122,202000,0,28.87,28.984,75.7,HighQ
3147,20060122,203000,0.28,28.89,28.982,73.9,HighQ
3148,20060122,204000,-0.04,28.94,28.995,73.6,HighQ
3149,20060122,205000,-0.56,28.94,28.989,74.4,HighQ
3150,20060122,210000,-0.01,28.94,28.99,75,HighQ
3151,20060122,211000,-0.02,28.9,28.989,74.8,HighQ
3152,20060122,212000,-0.01,28.88,29.006,76.5,HighQ
3153,20060122,213000,-0.54,28.89,28.996,75.6,HighQ
3154,20060122,214000,1.33,28.9,29.015,75.1,HighQ
3155,20060122,215000,-0.71,28.95,29.022,74.7,HighQ
3156,20060122,220000,-0.1,29.11,29.018,74.2,HighQ
3157,20060122,221000,-0.02,29.08,29.012,74,HighQ
3158,20060122,222000,-0.02,29.04,29.011,75.1,HighQ
3159,20060122,223000,-0.03,28.94,29.01,75.5,HighQ
3160,20060122,224000,-0.46,28.91,29.008,76.6,HighQ
3161,20060122,225000,0.15,28.87,29.018,75.6,HighQ
3162,20060122,230000,0.72,28.87,29.019,76.2,HighQ
3163,20060122,231000,-0.07,28.87,29.017,75.1,HighQ
3164,20060122,232000,0.46,28.97,29.024,75.2,HighQ
3165,20060122,233000,-1.07,29.07,29.018,74.5,HighQ
3166,20060122,234000,0.16,29.02,29.024,74.9,HighQ
3167,20060122,235000,0.18,29.02,29.029,74.9,HighQ
3168,20060123,0,-0.11,29.04,29.038,74.4,HighQ
3169,20060123,1000,-0.04,28.99,29.047,73.5,HighQ
3170,20060123,2000,0.05,29,29.047,73.7,HighQ
3171,20060123,3000,0.52,28.98,29.071,74.2,HighQ
3172,20060123,4000,-0.02,28.98,29.076,74.3,HighQ
3173,20060123,5000,-0.44,29.02,29.09,74.3,HighQ
3174,20060123,10000,-0.25,29.06,29.091,73.8,HighQ
3175,20060123,11000,0.52,29.02,29.094,73.8,HighQ
3176,20060123,12000,0.01,29.04,29.083,73.7,HighQ
3177,20060123,13000,0,29.04,29.083,74.8,HighQ
3178,20060123,14000,-0.02,29.04,29.083,73.9,HighQ
3179,20060123,15000,-0.85,29.07,29.104,73.9,HighQ
3180,20060123,20000,-0.23,29.04,29.12,72.6,HighQ
3181,20060123,21000,-0.06,29.06,29.126,73.5,HighQ
3182,20060123,22000,-0.04,29.07,29.126,73.9,HighQ
3183,20060123,23000,0.02,29.06,29.115,73.8,HighQ
3184,20060123,24000,-0.02,29.01,29.122,73.3,HighQ
3185,20060123,25000,-0.03,29.05,29.133,73.2,HighQ
3186,20060123,30000,0,29.18,29.127,72.6,HighQ
3187,20060123,31000,0.91,29.17,29.137,74.5,HighQ
3188,20060123,32000,0.32,29.1,29.138,73.7,HighQ
3189,20060123,33000,-0.47,29.11,29.151,73.9,HighQ
3190,20060123,34000,-0.09,29.08,29.14,74.9,HighQ
3191,20060123,35000,-0.3,28.93,29.129,74.6,HighQ
3192,20060123,40000,0.29,28.94,29.139,75.9,HighQ
3193,20060123,41000,-0.37,28.9,29.143,74.8,HighQ
3194,20060123,42000,-0.29,28.9,29.128,74.9,HighQ
3195,20060123,43000,0.6,28.98,29.135,74.8,HighQ
3196,20060123,44000,-0.32,29.01,29.127,74,HighQ
3197,20060123,45000,0.55,29.07,29.135,74.3,HighQ
3198,20060123,50000,-0.89,29.14,29.134,74.7,HighQ
3199,20060123,51000,0.46,29.16,29.132,75.3,HighQ
3200,20060123,52000,0.14,29.12,29.123,73.8,HighQ
3201,20060123,53000,0.46,29.11,29.123,75.1,HighQ
3202,20060123,54000,-0.35,29.09,29.117,74.6,HighQ
3203,20060123,55000,0.71,29.04,29.117,75.4,HighQ
3204,20060123,60000,-0.28,28.95,29.107,76.3,HighQ
3205,20060123,61000,-0.05,28.94,29.107,75.3,HighQ
3206,20060123,62000,-0.22,28.89,29.101,75.1,HighQ
3207,20060123,63000,0.15,28.88,29.095,74.6,HighQ
3208,20060123,64000,-0.3,28.91,29.098,72.9,HighQ
3209,20060123,65000,0.48,28.94,29.085,73.3,HighQ
3210,20060123,70000,0.47,28.9,29.089,73.6,HighQ
3211,20060123,71000,-0.25,28.84,29.084,72.2,HighQ
3212,20060123,72000,0.01,28.85,29.082,73.3,HighQ
3213,20060123,73000,-0.99,28.8,29.08,74.1,HighQ
3214,20060123,74000,1.29,28.79,29.084,74.8,HighQ
3215,20060123,75000,-0.21,28.71,29.076,75.1,HighQ
3216,20060123,80000,-0.24,28.7,29.072,74,HighQ
3217,20060123,81000,0.51,28.74,29.072,75.1,HighQ
3218,20060123,82000,-0.86,28.7,29.066,74.8,HighQ
3219,20060123,83000,0.82,28.7,29.066,75.3,HighQ
3220,20060123,84000,-0.47,28.67,29.055,75.2,HighQ
3221,20060123,85000,0.26,28.66,29.049,75,HighQ
3222,20060123,90000,-0.46,28.66,29.052,75.5,HighQ
3223,20060123,91000,0.63,28.64,29.046,75.7,HighQ
3224,20060123,92000,-0.04,28.63,29.051,76.2,HighQ
3225,20060123,93000,-0.37,28.66,29.044,77.2,HighQ
3226,20060123,94000,-0.13,28.63,29.044,77.1,HighQ
3227,20060123,95000,0.5,28.6,29.041,76.8,HighQ
3228,20060123,100000,-0.64,28.61,29.036,77.4,HighQ
3229,20060123,101000,-0.44,28.61,29.04,76.6,HighQ
3230,20060123,102000,0.73,28.63,29.041,76.6,HighQ
3231,20060123,103000,0.71,28.6,29.036,76.3,HighQ
3232,20060123,104000,-0.22,28.59,29.035,76.1,HighQ
3233,20060123,105000,-0.16,28.62,29.038,76.3,HighQ
3234,20060123,110000,-0.1,28.61,29.034,76.6,HighQ
3235,20060123,111000,-0.16,28.58,29.025,76.5,HighQ
3236,20060123,112000,0.05,28.59,29.019,76.9,HighQ
3237,20060123,113000,0.61,28.61,29.028,77.2,HighQ
3238,20060123,114000,-0.73,28.56,29.024,76.9,HighQ
3239,20060123,115000,-0.14,28.55,29.021,76.2,HighQ
3240,20060123,120000,-0.17,28.56,29.027,75.4,HighQ
3241,20060123,121000,0.09,28.54,29.03,76.2,HighQ
3242,20060123,122000,0.85,28.55,29.021,77,HighQ
3243,20060123,123000,-0.76,28.5,29.019,77.5,HighQ
3244,20060123,124000,0.05,28.47,29.018,77.1,HighQ
3245,20060123,125000,0.36,28.49,29.006,76,HighQ
3246,20060123,130000,-0.29,28.53,29.012,75.5,HighQ
3247,20060123,131000,0.5,28.52,29.016,75.6,HighQ
3248,20060123,132000,-0.05,28.51,29.013,74.7,HighQ
3249,20060123,133000,0.22,28.52,29.021,77.2,HighQ
3250,20060123,134000,-0.21,28.4,29.015,76.8,HighQ
3251,20060123,135000,-0.02,28.4,29.015,77.1,HighQ
3252,20060123,140000,-0.27,28.37,29.005,76.9,HighQ
3253,20060123,141000,-0.47,28.37,29.018,77.6,HighQ
3254,20060123,142000,0.62,28.3,29.005,77.1,HighQ
3255,20060123,143000,0.19,28.29,29.016,76.7,HighQ
3256,20060123,144000,0.15,28.25,29.011,77.2,HighQ
3257,20060123,145000,0.17,28.22,29.005,77.3,HighQ
3258,20060123,150000,-0.28,28.21,29.001,77.6,HighQ
3259,20060123,151000,-1.1,28.17,29.006,77.7,HighQ
3260,20060123,152000,1.03,28.16,29.005,77.8,HighQ
3261,20060123,153000,-1.16,28.16,29.002,77.7,HighQ
3262,20060123,154000,-0.5,28.14,29.002,77.8,HighQ
3263,20060123,155000,1.61,28.18,29.002,77.6,HighQ
3264,20060123,160000,-0.52,28.19,29.005,78.2,HighQ
3265,20060123,161000,-0.1,28.09,29.005,77.5,HighQ
3266,20060123,162000,-0.29,28.11,28.997,77.6,HighQ
3267,20060123,163000,0.73,28.14,29.013,77.4,HighQ
3268,20060123,164000,0.48,28.14,29.012,77.7,HighQ
3269,20060123,165000,-0.52,28.11,29.01,78.4,HighQ
3270,20060123,170000,-0.44,28.06,29.006,77.6,HighQ
3271,20060123,171000,-0.61,28.12,28.99,78.6,HighQ
3272,20060123,172000,1.05,28.07,28.991,78.6,HighQ
3273,20060123,173000,-1.15,28.06,29.001,78.4,HighQ
3274,20060123,174000,1.4,28.09,29.001,79,HighQ
3275,20060123,175000,-0.31,28.12,29.004,79.1,HighQ
3276,20060123,180000,0.72,28.1,29.005,79.1,HighQ
3277,20060123,181000,-0.02,28.08,29.006,79.6,HighQ
3278,20060123,182000,-0.42,28.07,28.994,79.8,HighQ
3279,20060123,183000,0.07,28.06,29.002,80,HighQ
3280,20060123,184000,0,28.04,29.001,78.5,HighQ
3281,20060123,185000,-0.49,28.09,28.996,79,HighQ
3282,20060123,190000,-0.28,28.07,29.001,79.1,HighQ
3283,20060123,191000,0.57,28.08,28.994,78.8,HighQ
3284,20060123,192000,-0.88,28.11,28.999,79.3,HighQ
3285,20060123,193000,1.09,28.1,28.995,79.4,HighQ
3286,20060123,194000,-0.32,28.15,29.002,79.2,HighQ
3287,20060123,195000,0.04,28.18,28.997,79.8,HighQ
3288,20060123,200000,-0.71,28.22,28.99,79.9,HighQ
3289,20060123,201000,1.12,28.29,28.991,78.4,HighQ
3290,20060123,202000,0.05,28.48,28.993,77.8,HighQ
3291,20060123,203000,-0.46,28.64,28.99,76.4,HighQ
3292,20060123,204000,0.29,28.69,28.988,76.7,HighQ
3293,20060123,205000,-0.16,28.7,28.988,76.6,HighQ
3294,20060123,210000,-0.1,28.72,28.994,76.8,HighQ
3295,20060123,211000,-0.17,28.71,28.991,77.5,HighQ
3296,20060123,212000,0.05,28.63,28.989,77.1,HighQ
3297,20060123,213000,0.05,28.65,28.991,78.6,HighQ
3298,20060123,214000,-0.42,28.78,28.993,75.8,HighQ
3299,20060123,215000,0.02,28.85,28.991,75.1,HighQ
3300,20060123,220000,0.5,28.95,28.995,74.4,HighQ
3301,20060123,221000,-0.32,28.95,29.001,73.7,HighQ
3302,20060123,222000,0.1,29.01,29.001,74.3,HighQ
3303,20060123,223000,-0.95,28.95,29.004,74.6,HighQ
3304,20060123,224000,-0.19,28.93,29.019,75.2,HighQ
3305,20060123,225000,0.76,29.05,29.024,73.9,HighQ
3306,20060123,230000,0.19,28.96,29.025,76.2,HighQ
3307,20060123,231000,-0.1,28.9,29.023,76.6,HighQ
3308,20060123,232000,-0.43,28.82,29.03,76.9,HighQ
3309,20060123,233000,0.68,28.9,29.036,77.6,HighQ
3310,20060123,234000,-0.78,28.85,29.036,75.8,HighQ
3311,20060123,235000,-0.4,28.91,29.036,75.9,HighQ
3312,20060124,0,1.12,28.92,29.033,74.2,HighQ
3313,20060124,1000,0.1,28.98,29.04,75.2,HighQ
3314,20060124,2000,-2.12,28.94,29.047,75.2,HighQ
3315,20060124,3000,0.75,28.95,29.05,75.5,HighQ
3316,20060124,4000,1.03,28.99,29.072,75.3,HighQ
3317,20060124,5000,-0.28,28.96,29.084,76.4,HighQ
3318,20060124,10000,0.06,28.9,29.104,74.6,HighQ
3319,20060124,11000,-1.1,29.04,29.087,75.8,HighQ
3320,20060124,12000,0.47,28.96,29.116,75.1,HighQ
3321,20060124,13000,1,29,29.121,75.6,HighQ
3322,20060124,14000,-0.59,28.85,29.122,75.3,HighQ
3323,20060124,15000,-0.68,28.91,29.138,76.7,HighQ
3324,20060124,20000,0.38,28.84,29.137,74.6,HighQ
3325,20060124,21000,1.25,28.89,29.146,74.8,HighQ
3326,20060124,22000,-0.01,29.05,29.171,75.8,HighQ
3327,20060124,23000,-1.07,28.86,29.146,75.2,HighQ
3328,20060124,24000,-1.07,28.84,29.129,76.2,HighQ
3329,20060124,25000,0.64,28.8,29.118,75.6,HighQ
3330,20060124,30000,-1.28,28.85,29.102,75.7,HighQ
3331,20060124,31000,0.41,28.78,29.093,75.5,HighQ
3332,20060124,32000,0.98,28.91,29.099,75.3,HighQ
3333,20060124,33000,0.28,29.01,29.105,74.8,HighQ
3334,20060124,34000,-0.19,28.99,29.122,75.1,HighQ
3335,20060124,35000,-0.19,29,29.099,75.2,HighQ
3336,20060124,40000,0.86,28.93,29.11,76.8,HighQ
3337,20060124,41000,-0.8,28.85,29.105,76.6,HighQ
3338,20060124,42000,-0.8,28.9,29.094,77.3,HighQ
3339,20060124,43000,0.11,28.87,29.109,77,HighQ
3340,20060124,44000,1.23,28.82,29.109,77.2,HighQ
3341,20060124,45000,0.88,28.77,29.089,76.6,HighQ
3342,20060124,50000,-0.54,28.78,29.077,76.4,HighQ
3343,20060124,51000,-0.84,28.92,29.065,75.1,HighQ
3344,20060124,52000,-0.06,29.08,29.072,74.2,HighQ
3345,20060124,53000,0.44,29.06,29.065,75.8,HighQ
3346,20060124,54000,-0.05,28.94,29.033,76.2,HighQ
3347,20060124,55000,1.01,28.82,29.039,75.8,HighQ
3348,20060124,60000,-0.65,28.77,29.043,77.7,HighQ
3349,20060124,61000,0.09,28.77,29.034,78.4,HighQ
3350,20060124,62000,-0.58,28.75,29.017,79.1,HighQ
3351,20060124,63000,-0.1,28.71,29.01,78.5,HighQ
3352,20060124,64000,1.31,28.67,29.013,78.5,HighQ
3353,20060124,65000,-0.44,28.63,29.015,79,HighQ
3354,20060124,70000,-1.37,28.58,29.005,79.4,HighQ
3355,20060124,71000,-0.1,28.51,29.006,78.4,HighQ
3356,20060124,72000,1.64,28.53,28.989,78.7,HighQ
3357,20060124,73000,-0.79,28.53,28.98,77.7,HighQ
3358,20060124,74000,1.26,28.57,28.98,77.5,HighQ
3359,20060124,75000,-0.21,28.59,28.977,77.9,HighQ
3360,20060124,80000,-0.12,28.59,28.987,77.4,HighQ
3361,20060124,81000,0.11,28.62,28.988,77.9,HighQ
3362,20060124,82000,-0.53,28.61,28.977,77.6,HighQ
3363,20060124,83000,-0.24,28.6,28.974,77.5,HighQ
3364,20060124,84000,-0.26,28.59,28.978,76.3,HighQ
3365,20060124,85000,0.62,28.65,28.971,76.6,HighQ
3366,20060124,90000,-0.68,28.65,28.962,76,HighQ
3367,20060124,91000,0.65,28.67,28.967,76.7,HighQ
3368,20060124,92000,0.99,28.64,28.971,77.9,HighQ
3369,20060124,93000,-0.4,28.59,28.965,77.7,HighQ
3370,20060124,94000,-0.77,28.58,28.959,77.8,HighQ
3371,20060124,95000,-0.29,28.6,28.968,77.2,HighQ
3372,20060124,100000,0.17,28.6,28.96,77.2,HighQ
3373,20060124,101000,0.44,28.62,28.961,79,HighQ
3374,20060124,102000,-0.56,28.55,28.965,78.4,HighQ
3375,20060124,103000,1.31,28.55,28.954,78.5,HighQ
3376,20060124,104000,-0.62,28.52,28.968,78.6,HighQ
3377,20060124,105000,-0.08,28.5,28.95,77.7,HighQ
3378,20060124,110000,0.73,28.52,28.957,77,HighQ
3379,20060124,111000,-0.82,28.52,28.965,77.1,HighQ
3380,20060124,112000,-0.16,28.52,28.968,77.7,HighQ
3381,20060124,113000,-0.26,28.48,28.963,77.2,HighQ
3382,20060124,114000,-0.38,28.49,28.967,77,HighQ
3383,20060124,115000,0.21,28.51,28.96,75.9,HighQ
3384,20060124,120000,1.31,28.55,28.982,76.2,HighQ
3385,20060124,121000,-0.06,28.53,28.977,76.9,HighQ
3386,20060124,122000,-0.13,28.51,28.98,77.7,HighQ
3387,20060124,123000,-0.05,28.49,28.973,77.5,HighQ
3388,20060124,124000,-0.23,28.51,28.977,77.9,HighQ
3389,20060124,125000,0.83,28.52,28.98,78.6,HighQ
3390,20060124,130000,0.03,28.45,28.982,77.6,HighQ
3391,20060124,131000,-0.02,28.45,28.987,77.9,HighQ
3392,20060124,132000,-1.25,28.46,28.996,77.9,HighQ
3393,20060124,133000,0.5,28.4,28.972,78,HighQ
3394,20060124,134000,-1.19,28.42,28.977,77.8,HighQ
3395,20060124,135000,1.52,28.44,28.988,77.9,HighQ
3396,20060124,140000,0.26,28.4,28.972,78.4,HighQ
3397,20060124,141000,-0.13,28.34,28.984,78.4,HighQ
3398,20060124,142000,-0.07,28.32,28.991,78.1,HighQ
3399,20060124,143000,-0.72,28.35,28.988,78.9,HighQ
3400,20060124,144000,-0.79,28.34,28.991,78.8,HighQ
3401,20060124,145000,1.68,28.33,28.961,78.5,HighQ
3402,20060124,150000,-0.79,28.32,28.99,79,HighQ
3403,20060124,151000,0.92,28.3,28.96,79.3,HighQ
3404,20060124,152000,-0.02,28.29,28.982,79.7,HighQ
3405,20060124,153000,-0.06,28.21,28.982,78.6,HighQ
3406,20060124,154000,-0.54,28.26,28.987,78.6,HighQ
3407,20060124,155000,-1,28.25,28.984,79.1,HighQ
3408,20060124,160000,1.84,28.24,28.997,79.2,HighQ
3409,20060124,161000,0.01,28.21,28.988,78,HighQ
3410,20060124,162000,-0.02,28.22,29.001,78.1,HighQ
3411,20060124,163000,-0.64,28.26,28.984,78.7,HighQ
3412,20060124,164000,0.66,28.26,28.984,78.4,HighQ
3413,20060124,165000,-0.09,28.24,28.987,78.7,HighQ
3414,20060124,170000,-1.21,28.26,28.976,78.8,HighQ
3415,20060124,171000,0.26,28.21,28.972,79.9,HighQ
3416,20060124,172000,-0.2,28.17,28.982,79.2,HighQ
3417,20060124,173000,-0.26,28.21,28.973,78.6,HighQ
3418,20060124,174000,0.51,28.21,28.968,79,HighQ
3419,20060124,175000,0.56,28.21,28.978,78.3,HighQ
3420,20060124,180000,-0.57,28.22,28.972,77.9,HighQ
3421,20060124,181000,0.37,28.27,28.96,79.1,HighQ
3422,20060124,182000,-0.1,28.24,28.971,78.1,HighQ
3423,20060124,183000,-0.37,28.29,28.965,78.1,HighQ
3424,20060124,184000,-1.71,28.22,28.969,77.8,HighQ
3425,20060124,185000,0.85,28.27,28.955,78.1,HighQ
3426,20060124,190000,0.49,28.31,28.969,78.7,HighQ
3427,20060124,191000,1.06,28.32,28.961,79.6,HighQ
3428,20060124,192000,-1.1,28.3,28.977,80.3,HighQ
3429,20060124,193000,0.24,28.3,28.977,78.2,HighQ
3430,20060124,194000,0.94,28.44,28.96,78.3,HighQ
3431,20060124,195000,-1.12,28.46,28.969,78,HighQ
3432,20060124,200000,-0.08,28.49,28.969,79.8,HighQ
3433,20060124,201000,0.73,28.51,28.962,79.1,HighQ
3434,20060124,202000,-0.42,28.56,28.969,77.1,HighQ
3435,20060124,203000,1.21,28.65,28.966,77.5,HighQ
3436,20060124,204000,-0.58,28.68,28.963,76.3,HighQ
